,Word,Senses,Glosa,PoS,SynsetPoS
612,escena,2,la policia va tornar a l'escena del crim,n,cat-30-08645963-n
613,escena,3,l'escena política ha canviat radicalment en els últims anys,n,cat-30-13937075-n
614,escena,5,pintava escenes de la vida quotidiana,n,cat-30-04144782-n
615,escenari,1,l'espectador va saltar a l'escenari,n,cat-30-04296562-n
616,escissió,1,una escissió de la família i el veïnat,n,cat-30-00385266-n
617,escomesa,1,l'escomesa va començar a l'alba,n,cat-30-00972621-n
618,escriptura,1,per ell la escriptura era una forma de terapia,n,cat-30-00929718-n
619,escriptura,5,ella dictava i ell ho escrivia,n,cat-30-00614224-n
620,escriptura,6,va tombar el full perquè no es veiés l'escriptura,n,cat-30-06359877-n
621,escrit,1,els seus escrits són excel·lents,n,cat-30-06362953-n
622,esfera,1,la seva esfera social és limitada,n,cat-30-14514039-n
623,esforç,1,ho van aconseguir amb molt d'esforç,n,cat-30-00621627-n
624,esgotament,5,esgotament dels recursos,n,cat-30-01062255-n
625,esment,2,ningú no va fer esment d'això,n,cat-30-06766190-n
626,espai,1,va deixar un espai entre la taula i el llit,n,cat-30-13910384-n
627,espai,2,es va habilitar un espai per als fumadors,n,cat-30-08652970-n
628,espai,3,considerem paraula allò escrit entre dos espais en blanc,n,cat-30-06839190-n
629,espai,6,es va traslladar al camp per tenir més espai,n,cat-30-13777764-n
630,espai,9,van llançar un coet a l'espai,n,cat-30-08500433-n
631,espècie,2,una espècie de vilesa,n,cat-30-05844881-n
632,espectacle,2,aquella posta de sol va ser un espectacle meravellós,n,cat-30-06889138-n
633,espectacle,4,volien veure algun dels espectacles de Broadway,n,cat-30-06619065-n
634,esperança,1,hi ha poques esperances que es recuperi,n,cat-30-05950733-n
635,esperança,2,el gol va avivar l'esperança de guanyar el partit,n,cat-30-07511733-n
636,esperança,3,"tot i els problemes que tenia, no va deixar mai de tenir esperança",n,cat-30-07541053-n
637,esperança,4,aquell jugador era la seva esperança per guanyar el partit,n,cat-30-10184946-n
638,esperit,5,l'esperit dels grecs,n,cat-30-04723286-n
639,espina,1,tenir una espina clavada al cor,n,cat-30-05831784-n
640,esquena,3,l'esquena de la camisa li tiba quan creua els braços,n,cat-30-02767665-n
641,esquerra,1,golpeja amb l'esquerra,n,cat-30-05565548-n
642,essència,1,l'essència de l'argumentació del fiscal,n,cat-30-05921123-n
643,estada,1,van tenir una estança tranquil·la a París,n,cat-30-01053617-n
644,estàndard,2,Viuen segons els estàndards de la seva comunitat,n,cat-30-05924920-n
645,estat,1,l'estat ha escollit un nou president,n,cat-30-08168978-n
646,estat,3,Espanya és un estat democràtic,n,cat-30-08544813-n
647,estat,4,l'estat d'Alaska és el més fred d'Estats Units,n,cat-30-08654360-n
648,estat,5,la carn estava en mal estat,n,cat-30-00024720-n
649,estatus,1,la novel·la va aconseguir l'estatus de clàssic,n,cat-30-13945919-n
650,estil,1,l'estil de vida que porta el prejudicarà,n,cat-30-04928903-n
651,estil,2,aquest estil de sabata es ven molt,n,cat-30-05844105-n
652,estrany,7,"""una estranya, rara dimensió... on els seus poders semblaven fallar"" - Lance Morrow",a,cat-30-00969333-a
653,estratificada,1,roca estratificada,a,cat-30-00208229-a
654,estructura,3,els arquitectes han d'estudiar l'estructura dels edificis,n,cat-30-04931965-n
655,estudi,10,va comprar un petit estudi al centre per anar-hi a viure,n,cat-30-02822064-n
656,estudi,3,li va dedicar molt de temps a l'estudi d'aquella assignatura,n,cat-30-05755883-n
657,estudi,4,l'artista solament podia composar al seu estudi,n,cat-30-04344246-n
658,estudi,5,va realitzar un estudi sobre el sexe del àngels,n,cat-30-05797597-n
659,estudi,6,"després de sis anys, va finalitzar els seus estudis de medicina",n,cat-30-05705355-n
660,estudi,7,va pujar a l'estudi per acabar d'escriure la seva úlitma novel·la,n,cat-30-04345028-n
661,estudi,9,va realitzar un estudi sobre el sexe del àngels,n,cat-30-07048627-n
662,estudiant,1,l'estudiant no va poder superar els exàmens,n,cat-30-10665698-n
663,etapa,4,vam embarcar a la segona etapa del creuer pel Carib,n,cat-30-00306900-n
664,evidència,1,primer has de reunir totes les evidències del cas,n,cat-30-05817396-n
665,evidència,2,va recolzar els seus arguments en una gran quantitat d'evidències,n,cat-30-06636259-n
666,evolució,1,he seguit la seva evolució com a escriptora,n,cat-30-13464820-n
667,evolució,7,la seva experiència en màrqueting va resultar molt útil per a l'evolució de l'empresa,n,cat-30-00249780-n
668,ex,1,el seu ex no li passava la pensió,n,cat-30-10194231-n
669,ex,3,totes les seves ex viuen a Madrid,n,cat-30-10020533-n
670,excepció,1,"es va comunicar la notícia a tothom, a excepció dels nens",n,cat-30-05707269-n
671,excepció,2,tots els seus fills eren brillants; l'única excepció era el seu fill petit,n,cat-30-05821246-n
672,excepció,3,la seva autoritat és més enllà de l'excepció,n,cat-30-07209533-n
673,exemplar,1,va trobar un exemplar vell de la revista a la sala d'espera del dentista,n,cat-30-06596978-n
674,exemple,7,és un exemple de judici erroni,n,cat-30-07308889-n
675,exhibició,1,va fer una exhibició de força,n,cat-30-06879521-n
676,exigència,1,les exigències de la feina li van afectar la salut,n,cat-30-05892651-n
677,existència,1,hi ha lleis amb segles d'existència,n,cat-30-13954253-n
678,existència,6,l'existència de vida a d'altres planetes,n,cat-30-13959069-n
679,èxit,3,ara com ara té molt d'èxit,n,cat-30-14474894-n
680,expenses,1,a expenses de,n,cat-30-07420671-n
681,experiència,1,l'experiència és la millor mestra,n,cat-30-05758059-n
682,experiència,2,va tenir una experiencia religiosa,n,cat-30-05984584-n
683,experiència,3,una experiència sorprenent,n,cat-30-07285403-n
684,experiment,2,era un experiment sobre la manera de viure,n,cat-30-05798043-n
685,experimentació,2,no tota l'experimentació es duu a terme als laboratoris,n,cat-30-05798043-n
686,explicació,1,ens va fer una explicació detallada del que va passar,n,cat-30-06738281-n
687,exposició,15,l'exposició de cotxes ocupava tot el concessionari,n,cat-30-06887726-n
688,exposició,1,l'exposició en color sèpia va guanyar el concurs,n,cat-30-03925226-n
689,exposició,2,l'exposició del material al sol va fer que es descolorís,n,cat-30-05043973-n
690,exposició,3,el rei va inaugurar l'exposició,n,cat-30-08407619-n
691,exposició,6,la meva exposició no quedava prou clara en el document,n,cat-30-06742426-n
692,exposició,7,l'exposició de la pel·lícula és el primer pas per un fotògraf,n,cat-30-00907340-n
693,exposició,8,l'exposició va durar molt,n,cat-30-00522537-n
694,expressió,1,una expressió de triomf,n,cat-30-04679738-n
695,expressió,2,les llàgrimes són una expressió del dolor,n,cat-30-06880249-n
696,extens,1,un extens periode de temps,a,cat-30-01437963-a
697,extens,2,una distància extensa,a,cat-30-01433493-a
698,extens,7,un extens periode de temps,a,cat-30-00983196-a
699,extensió,13,el cable té una extensió de 5 metres,n,cat-30-05133535-n
700,extensió,2,es va fer una extensió del programa per tal d'arribar a tots els necessitats,n,cat-30-00367768-n
701,fabricació,1,la fabricació d'olles i cassoles,n,cat-30-00923995-n
702,facció,1,la facció més moderada del Partit Jacobí,n,cat-30-08408709-n
703,facilidad,1,saltava les tanques amb aparent facilitat,n,cat-30-04708113-n
704,factor,1,el nombre de factors determina el resultat,n,cat-30-07327805-n
705,factor,2,un factor clau del seu èxit,n,cat-30-05868954-n
706,fam,3,fam d'afecte,n,cat-30-04945254-n
707,família,2,"La meva és una família nombrosa, sóm vuit germans",n,cat-30-07970406-n
708,família,4,la seva família havia viscut a Lleida des de l'Edat Mitjana,n,cat-30-07970721-n
709,família,5,els taurons pertanyen a la família dels peixos,n,cat-30-08107499-n
710,fase,1,som en una fase de transició en què s'ha de revisar o descartar idees anteriors,n,cat-30-15290337-n
711,fase,3,la reacció ocorre en la fase líquida del sistema,n,cat-30-14480065-n
712,favor,2,ho tenia tot a favor seu,n,cat-30-05156319-n
713,fe,2,apreciava la fe que la seva àvia tenia en ella,n,cat-30-05943066-n
714,febre,2,hi havia una febre de ressentiment a la ciutat,n,cat-30-07511380-n
715,feina,2,està buscan feina,n,cat-30-00584367-n
716,feina,3,la feina inacabable de classificar les mostres,n,cat-30-00719705-n
717,feina,5,avui he arribat d'hora a la feina,n,cat-30-04602044-n
718,feina,8,he trobat feina per al nadal,n,cat-30-13968092-n
719,fer,8,pensa abans de fer qualsevol cosa,v,cat-30-02367363-v
720,festa,2,van organitzar una festa per a vint persones,n,cat-30-08252602-n
721,festa,6,el nadal és una festa molt celebrada,n,cat-30-15162388-n
722,fet,4,el fet d'estar embaraçada li va causar problemes,n,cat-30-07283608-n
723,fi,1,el fi justifica els mitjans,n,cat-30-05980875-n
724,figura,10,va obtenir la puntuació més alta en les figures obligatòries,n,cat-30-00556992-n
725,figura,1,l'àrea coberta es pot veure a la figura 2,n,cat-30-06999647-n
726,figura,4,va dibuixar la figura del Pare Noel,n,cat-30-03335600-n
727,figura,7,va ser una figura històrica,n,cat-30-04675646-n
728,fila,2,una fila de butaques,n,cat-30-08431437-n
729,fila,4,la fila s'allargava més enllà de la cantonada,n,cat-30-08430203-n
730,fill,1,van poder portar als seus fills a l'escola,n,cat-30-09918248-n
731,fill,2,el seu fill es va convertir en un famós jutge,n,cat-30-10624074-n
732,fill,4,els fills d'Israel,n,cat-30-09918762-n
733,filla,2,la seva filla el va cuidar quan es va fer gran,n,cat-30-09992837-n
734,final,10,el final de la pel·lícula va sorprendre al públic,n,cat-30-07291312-n
735,final,13,els dos millors equips van arribar a la final,n,cat-30-07466832-n
736,final,2,va passejar fins al final del moll,n,cat-30-08566028-n
737,final,6,les rebaixes s'acaben al final de l'hivern,n,cat-30-05868477-n
738,final,7,va tenir un final lent i dolorós,n,cat-30-14562960-n
739,finals,1,el juny és el mes dels finals,n,cat-30-07198276-n
740,firma,2,Perquè el contracte sigui vàlid necessita la firma dels contractants,n,cat-30-06404582-n
741,fiscal,1,El fiscal va presentar una acusació greu contra l'empresa,n,cat-30-10484858-n
742,físic,1,té un físic molt fort,n,cat-30-05217168-n
743,fita,1,el llibre fou la seva fita més important,n,cat-30-00036762-n
744,foc,5,van seure prop del foc i van parlar,n,cat-30-03343560-n
745,focal,1,punt focal,a,cat-30-00330904-a
746,fons,2,la va pintar amb un fons de suaus turons,n,cat-30-05933834-n
747,fons,3,buscava tresors al fons marí,n,cat-30-09217638-n
748,font,12,el professor volia el treball amb la font Times New Roman,n,cat-30-06825399-n
749,font,3,el periodista tenia dues fonts d'informació per a la història,n,cat-30-06675122-n
750,font,5,no va voler revelar la seva font per protegir-la,n,cat-30-10205985-n
751,font,7,font lluminosa,n,cat-30-03388043-n
752,font,8,la consulta de les fonts va ser útil per al treball,n,cat-30-07258664-n
753,força,14,el quart pentagrama és el que té més força en tota la partitura,n,cat-30-04990220-n
754,força,2,la força del seu argument el va convèncer,n,cat-30-05194578-n
755,força,3,que la força t'acompanyi,n,cat-30-10461424-n
756,força,5,va colpejar amb tota la seva força,n,cat-30-05035353-n
757,força,6,l'estat en què es troba l'àtom és el resultant de les dues forces,n,cat-30-11458624-n
758,forma,10,estar en forma,n,cat-30-14546432-n
759,forma,12,la forma de les sabates,n,cat-30-04200908-n
760,forma,13,va rebre la sagrada forma,n,cat-30-07683138-n
761,forma,1,la seva forma d'actuar no m'agrada,n,cat-30-04928903-n
762,forma,2,la forma d'aconseguir l'èxit és molt dura,n,cat-30-00172710-n
763,forma,3,les formes gramaticals d'un mot,n,cat-30-06290637-n
764,forma,7,la forma d'aquesta foto és rectangular,n,cat-30-00027807-n
765,fortuna,2,sigui quina sigui la meva fortuna,n,cat-30-14473222-n
766,fortuna,7,es va dilapidar la fortuna en una haca cuacurta,n,cat-30-13356569-n
767,foscor,3,va encendre un llumí per a dipersar la foscor,n,cat-30-13985462-n
768,foscor,5,estava en la foscor respecte a les seves intencions,n,cat-30-05988498-n
769,foto,1,ens van ensenyar les fotos de la boda,n,cat-30-03931044-n
770,frase,1,la carta consistia en tres frases curtes,n,cat-30-07012534-n
771,fred,1,el fred feia que se'ns veiés la respiració,n,cat-30-05015117-n
772,fred,2,tenia tan fred que va encendre un foc,n,cat-30-05725676-n
773,freqüència,2,la freqüència de modulació era de 40 cicles per segon,n,cat-30-15278281-n
774,funció,1,la funció d'una perforadora és obrir forats,n,cat-30-05149325-n
775,funció,2,el govern ha de fer les funcions que li són pròpies,n,cat-30-00720565-n
776,funcionament,1,la potència d'aquest motor en determina el funcionament,n,cat-30-13525549-n
777,funcionament,2,una regla que ja no està en funcionament,n,cat-30-14008806-n
778,funcionar,2,els frens del meu cotxe nou funcionen ràpidament,v,cat-30-02525447-v
779,futbol,2,futbol set,n,cat-30-00478262-n
780,futur,1,futur negre,n,cat-30-15121625-n
781,futur,2,la profesora d'italià ens va ensenyar la formació de futur,n,cat-30-06330401-n
782,gana,2,la passejada li va obrir la gana per sopar,n,cat-30-07485916-n
783,ganes,1,va expressar les seves ganes d'ajudar,n,cat-30-04644512-n
784,ganga,2,va aconseguir una ganga a les rebaixes,n,cat-30-13253751-n
785,generació,3,van haver d'esperar una generació perquè desaparagués aquell prejudici,n,cat-30-15249636-n
786,gent,1,la gent gran,n,cat-30-07942152-n
787,gent,2,hi havia molta gent al mercat,n,cat-30-08180190-n
788,gest,3,un gest polític,n,cat-30-01228380-n
789,gir,5,amb un gir ràpid del cap va fer un cop d'ull a l'habitació,n,cat-30-00345454-n
790,gosadia,2,va tenir la gosadia de qüestionar la meva honestedat,n,cat-30-04838210-n
791,govern,1,El govern va decidir reduir els impostos,n,cat-30-08050678-n
792,govern,3,el govern de la República va ser molt curt,n,cat-30-15291498-n
793,govern,4,el govern és una tècnica emprada per dirigir una embarcació,n,cat-30-00815173-n
794,govern,5,van discutir sobre el govern de la seva casa,n,cat-30-01124794-n
795,gràcia,5,es va realitzar amb gràcia i bellesa,n,cat-30-04713853-n
796,gràcia,6,per la gràcia de Déu,n,cat-30-04840715-n
797,gratificació,1,el treball repetitiu i avorrit no produeix cap gratificació,n,cat-30-13986679-n
798,grau,2,un grau d'intel·ligència moderat,n,cat-30-05093890-n
799,gravetat,2,Va adonar-se de la gravetat de la seva enfermetat,n,cat-30-05037197-n
800,grup,1,Van atacar el grup de reporters,n,cat-30-00031264-n
801,grup,4,grup musical,n,cat-30-08188235-n
802,grup,5,el grup de nombres naturals,n,cat-30-06016853-n
803,guanyar,1,Ell va guanyar la medalla d'or de patinatge,v,cat-30-01100145-v
804,gust,1,el cotxe nou és un gust,n,cat-30-05829782-n
805,gust,2,el meló tenia molt bon gust,n,cat-30-05715283-n
806,gust,4,té un gust per a la ginebra,n,cat-30-07497473-n
807,gust,6,el refredat li va treure el sentit del gust,n,cat-30-05658226-n
808,hàbit,1,han canviat els hàbits alimentaris,n,cat-30-00410247-n
809,habitació,1,les habitacions eren petites però tenien vistes,n,cat-30-04105893-n
810,habitatge,2,va trobar un habitatge per a la seva família,n,cat-30-03679384-n
811,habitual,1,l'expressió d'agraïment habitual,a,cat-30-00489108-a
812,història,2,la història de França,n,cat-30-06514093-n
813,història,3,després del sopar va explicar als nens històries de les seves aventures,n,cat-30-07220773-n
814,història,4,la història adopta una perspectiva molt àmplia,n,cat-30-06155567-n
815,història,6,tota la història humana,n,cat-30-15123996-n
816,història,8,com puc evitar que el meu fill s'inventi històries?,n,cat-30-06757057-n
817,història,9,l'alba de la història documentada,n,cat-30-06156752-n
818,home,1,hi havien dos dones i sis homes a l'autobús,n,cat-30-10287213-n
819,home,6,cuida molt bé al seu home,n,cat-30-10288516-n
820,honor,3,Un home d'honor,n,cat-30-04869106-n
821,hora,1,hora extraordinària,n,cat-30-15227846-n
822,hora,2,saps quina hora és?,n,cat-30-15129927-n
823,hora,4,"són les quatre,una hora menys a Canàries",n,cat-30-15116910-n
824,hora,5,vivim a una hora de l'aeroport,n,cat-30-05131023-n
825,humor,2,estava de bon humor,n,cat-30-13985818-n
826,idea,1,no va ser una bona idea,n,cat-30-05833840-n
827,idea,2,té la idea que l'enganyem,n,cat-30-05837850-n
828,idea,3,tenia la idea d'anar a veure al seu antic professor,n,cat-30-05982915-n
829,identificació,3,la seva identificació amb el seu pare el va marcar tota la vida,n,cat-30-00152018-n
830,identitat,5,la identitat en la multiplicació numèrica és l'1,n,cat-30-13786748-n
831,ignomínia,1,va patir la ignomínia de ser enviat a la presó,n,cat-30-14440137-n
832,ignorància,2,les lectures van dispersar la seva ignorància en aquest tema,n,cat-30-05988498-n
833,igualtat,1,en igualtat de condicions amb el millor,n,cat-30-13946760-n
834,igualtat,4,no hi ha igualtat de criteris,n,cat-30-04743024-n
835,il·limitat,1,nens amb una energia il·limitada,a,cat-30-01007657-a
836,il·lusió,3,viuen en la il·lusió de què soc ric,n,cat-30-05896059-n
837,imaginació,1,la imaginació col·lectiva va crear un món de dimonis,n,cat-30-05625465-n
838,imatge,1,la seva imaginació li feia crear imatges molt fortes,n,cat-30-05928118-n
839,imatge,2,una pel·lícula és una sèrie d'imatges reproduïdes a tal velocitat que l'ull les integra,n,cat-30-03931044-n
840,imatge,4,la seva imatge pública és molt bona,n,cat-30-04677716-n
841,imatge,5,l'autor dóna una imatge depriment de la vida a Polònia,n,cat-30-07201804-n
842,imatge,6,encara hi havia so pero la imatge havia desaparegut,n,cat-30-06277803-n
843,imatge,9,és la viva imatge de la seva mare,n,cat-30-10027246-n
844,impacte,4,el llibre va tenir molt impacte en els meus pensaments,n,cat-30-11414411-n
845,implicació,2,la seva renúncia tenia implicacions polítiques,n,cat-30-05780885-n
846,importància,1,la importància de una dieta equilibrada,n,cat-30-05168261-n
847,importància,2,la virtut té més importància que la seguretat,n,cat-30-05170574-n
848,impost,1,L'impost a la gasolina puja cada dia més,n,cat-30-13308999-n
849,impressió,1,volia donar la impressió d'èxit,n,cat-30-04675314-n
850,impressió,2,quina és la seva impressió sobre la crisi?,n,cat-30-05916739-n
851,impuls,2,l'impuls del cotxe el va llençar fora de la carretera,n,cat-30-05035820-n
852,impuls,3,va perdre el coneixement a causa de l'impuls,n,cat-30-00104249-n
853,impuls,4,el seu primer impuls va ser denunciar-los,n,cat-30-09181114-n
854,impuls,5,esperaven que funcionés com un impuls espiritual a totes les esglésies,n,cat-30-09179962-n
855,inalterable,6,un partidari inalterable del règim,a,cat-30-01025732-a
856,inapel·labilitat,1,la inapel·labilitat de la mort,n,cat-30-04754440-n
857,incendi,1,ho van perdre tot en l'incendi,n,cat-30-07302836-n
858,incidència,2,va mesurar l'angle d'incidència del reflex de la llum,n,cat-30-11467996-n
859,inclinació,1,tenia una inclinació a abandonar-ho tot massa d'hora,n,cat-30-06196584-n
860,inclinació,3,la inclinació a l'alcalinitat de les aigües locals,n,cat-30-04944048-n
861,inclinació,7,la teulada té una inclinació pronunciada,n,cat-30-05069199-n
862,incondicional,4,suport incondicional,a,cat-30-02180486-a
863,incondicional,6,suport incondicional,a,cat-30-00523479-a
864,inconfusible,1,un perfil inconfusible,a,cat-30-00779374-a
865,inconscient,4,un subjecte inconscient que està essent sotmès a un experiment,a,cat-30-00192523-a
866,independència,2,inclús després de la independència van mantenir bones relacions amb Anglaterra,n,cat-30-07474006-n
867,indicat,1,no és la persona indicada per aquest lloc de treball,a,cat-30-00051045-a
868,indici,1,un indici de joc brut,n,cat-30-06797169-n
869,indici,3,parla francès amb un indici d'accent,n,cat-30-13773361-n
870,indígena,1,els Ainu són un poble indígena de les illes del nord de Japó,a,cat-30-01036383-a
871,indigència,1,la seva indigència l'horroritzava,n,cat-30-14493716-n
872,individualitat,2,estava tan absorbida pel grup que va perdre qualsevol sentit d'individualitat,n,cat-30-04763293-n
873,indústria_de_l'espectacle,1,"ràdio, televisió, pel·lícules i teatre",n,cat-30-08067951-n
874,ineficaç,11,"és un manual ineficaç, perquè no explica res",a,cat-30-01872619-a
875,ineficaç,12,"és un manual ineficaç, perquè no explica res",a,cat-30-00835609-a
876,ineficaç,1,"és un manual ineficaç, perquè no explica res",a,cat-30-02497141-a
877,ineficaç,2,"és un manual ineficaç, perquè no explica res",a,cat-30-01866812-a
878,ineficaç,3,"és un manual ineficaç, perquè no explica res",a,cat-30-01230616-a
879,ineficaç,4,"és un manual ineficaç, perquè no explica res",a,cat-30-02497471-a
880,ineficaç,7,"és un manual ineficaç, perquè no explica res",a,cat-30-00511526-a
881,ineficaç,8,"és un manual ineficaç, perquè no explica res",a,cat-30-02503305-a
882,ineficaç,9,"és un manual ineficaç, perquè no explica res",a,cat-30-01198019-a
883,inepte,11,un professor inepte per a l'ensenyança,a,cat-30-01872619-a
884,inepte,12,un professor inepte per a l'ensenyança,a,cat-30-00835609-a
885,inepte,1,un professor inepte per a l'ensenyança,a,cat-30-02497141-a
886,inepte,2,un professor inepte per a l'ensenyança,a,cat-30-01866812-a
887,inepte,3,un professor inepte per a l'ensenyança,a,cat-30-01230616-a
888,inepte,4,un professor inepte per a l'ensenyança,a,cat-30-02497471-a
889,inepte,6,un professor inepte per a l'ensenyança,a,cat-30-00511526-a
890,inepte,7,un professor inepte per a l'ensenyança,a,cat-30-02503305-a
891,inepte,9,un professor inepte per a l'ensenyança,a,cat-30-01198019-a
892,inesgotable,2,una reserva de carbó inesgotable,a,cat-30-01008289-a
893,infern,1,quan estàs sol el Nadal es converteix en un infern,n,cat-30-08582837-n
894,infern,2,ves a l'infern,n,cat-30-07305907-n
895,infern,3,no volia anar a l'infern quan es morís,n,cat-30-05629381-n
896,infern,4,un dimoni de les profunditats de l'infern,n,cat-30-05629682-n
897,influència,1,va utilitzar la influència dels seus pares per conseguir una feina,n,cat-30-05194151-n
898,influència,3,els seus desitjos tenien molta influència en el seu pensament,n,cat-30-05692910-n
899,influència,4,la influència de l'acció mecànica,n,cat-30-11414608-n
900,influència,6,a vegades grups relativament petits poden exercir molta influència en l'esfera política,n,cat-30-05156481-n
901,influències,1,té moltes influències,n,cat-30-09956147-n
902,informació,1,vaig anar a la biblioteca a buscar informació sobre l'autisme,n,cat-30-06634376-n
903,informació,2,la informació obtinguda de les anàlisis va demostrar que el virus no era mortal,n,cat-30-05816287-n
904,informe,1,això es correspon amb l'informe de Hill i Dale,n,cat-30-07218470-n
905,informe,3,informe policial,n,cat-30-07220466-n
906,infortuni,3,"""no puc pensar que sigui un infortuni que es concedeixi més indulgència a les dones que als homes"" - James Boswell",n,cat-30-07336763-n
907,ingrés,2,li van fer cirurgia en el seu segon ingrés a l'hospital,n,cat-30-01248191-n
908,inicial,2,el cant inicial del poema,a,cat-30-01009206-a
909,inquietud,2,van tapar la qüestió per no causar inquietud a l'opinió pública,n,cat-30-07524529-n
910,instal·lació,1,la planta d'assemblatge és una instal·lació enorme,n,cat-30-03315023-n
911,instal·lació,3,el preu de la casa incloïa totes les instal·laci,n,cat-30-04516874-n
912,instant,4,va ser aquí només un instant,n,cat-30-15246353-n
913,instant,6,eren desconeguts que compartien un breu instant,n,cat-30-15245382-n
914,instint,2,l'instint de descobrir coses li va portar problemes,n,cat-30-09181114-n
915,instrucció,1,li donava instruccions massa ràpid i no les podia seguir,n,cat-30-06786629-n
916,instrument,3,la meva avarícia va ser l'instrument de la meva destrucció,n,cat-30-00173761-n
917,insuficiència,1,la insuficiència del subsidi d'atur,n,cat-30-05113133-n
918,intenció,1,la seva intenció era proporcionar una nova traducció,n,cat-30-05982152-n
919,intensitat,3,el periode purità està mancat d'intensitat,n,cat-30-05193338-n
920,intent,1,el seu intent de vencer el campionat,n,cat-30-14485673-n
921,intent,2,va fer un intent per tractar totes les lectures,n,cat-30-00786195-n
922,interès,1,la Maria té molt interès per la música,n,cat-30-05682950-n
923,interès,6,l'advocat administrava els interessos de la família,n,cat-30-05159725-n
924,interès,7,tipus d'interès,n,cat-30-13318584-n
925,interpretar,8,"vaig interpretar un paper a ""Conte de Nadal""",v,cat-30-01719921-v
926,interrupció,3,el telèfon és una interrupció molesta,n,cat-30-07367812-n
927,intimitat,2,l'absència de barreres va crear una misteriosa intimitat en la qual ningú sabia el que era la privacitat,n,cat-30-04655442-n
928,inusual,2,una afició pels diners inusual,a,cat-30-00487653-a
929,inútil,10,una recerca inútil,a,cat-30-01872619-a
930,inútil,11,una recerca inútil,a,cat-30-01198019-a
931,inútil,1,una recerca inútil,a,cat-30-02497141-a
932,inútil,2,una recerca inútil,a,cat-30-01866812-a
933,inútil,3,una recerca inútil,a,cat-30-02497471-a
934,inútil,4,una recerca inútil,a,cat-30-01230616-a
935,inútil,6,una recerca inútil,a,cat-30-00511526-a
936,inútil,7,una recerca inútil,a,cat-30-02503305-a
937,inútil,9,una recerca inútil,a,cat-30-00835609-a
938,inversió,3,hi va haver una inversió de les funcions autonòmiques,n,cat-30-00234892-n
939,inversió,9,La inversió de la imatge en el cristall,n,cat-30-07411160-n
940,investigació,2,el Congrés va realitzar una investigació sobre l'escandol,n,cat-30-05800611-n
941,investigació,3,la seva ceràmica mereix més investigació de la que s'ha fet,n,cat-30-05797597-n
942,ironia,2,la ironia que Irlanda copiés a la nació que més odiava,n,cat-30-04715075-n
943,italià,1,menjar italià,a,cat-30-02957066-a
944,joc,2,perd el temps amb el joc que li vam regalar,n,cat-30-00455599-n
945,joc,4,van posar a la llista de noces un joc de café,n,cat-30-07996689-n
946,jornada,2,treballa a mitja jornada,n,cat-30-15136723-n
947,jove,1,els joves cada dia arriben més tard a casa,n,cat-30-10804406-n
948,jove,4,mai li va caure bé la seva jove,n,cat-30-09993040-n
949,jugador,1,es va consolidar com el jugador que va marcar més gols a la lliga,n,cat-30-10439851-n
950,jugador,2,el jugador es va arriscar molts diners al cavall menys conegut,n,cat-30-10118844-n
951,juny,1,el meu aniversari és al juny,n,cat-30-15211806-n
952,justícia,2,la justícia aplaçada és justícia negada,n,cat-30-00694866-n
953,lapse,1,vam enllestir la feina en el lapse d'una hora,n,cat-30-15134340-n
954,lectura,2,era famós per la seva lectura de Shakespeare,n,cat-30-07173766-n
955,lectura,3,no es podia creure la lectura del contador,n,cat-30-05816790-n
956,lectura,5,aquest article és una bona lectura,n,cat-30-06590065-n
957,lectura,7,sempre s'emporta alguna lectura pel trajecte en avió,n,cat-30-06365467-n
958,líder_polític,1,els líders polítics tenen fama de ser corruptes,n,cat-30-10403162-n
959,límit,1,el que va fer està més enllà dels límits d'un comportament acceptable,n,cat-30-05124057-n
960,línia,12,l'actor va oblidar les seves línies,n,cat-30-07010821-n
961,línia,1,el govern ha optat per aquesta línia d'actuació,n,cat-30-08377085-n
962,línia,2,Escriu-me unes línies quan arribis,n,cat-30-06626286-n
963,literatura,1,va fer un curs de literatura francesa,n,cat-30-06169488-n
964,literatura,2,el seu lloc a la literatura està garantitzat,n,cat-30-00610592-n
965,llançament,1,tenien moltes ganes de fer el llançament de la nova línia de productes,n,cat-30-00238022-n
966,llarg,1,una llarga conversa,a,cat-30-01437963-a
967,llarg,2,una carretera llarga,a,cat-30-01433493-a
968,llarg,4,una llarga conversa,a,cat-30-00983196-a
969,llàstima,1,és una llàstima que no hagi pogut venir,n,cat-30-07305098-n
970,llauna,1,aquesta llauna ha d'acabar,n,cat-30-13943968-n
971,llei,1,"Llei 12/2009, del 10 de juliol, deducació",n,cat-30-06532330-n
972,llei,4,Llei econòmica,n,cat-30-05872982-n
973,llei_natural,1,la llei natural configura el comportament de l'individu en les relacions socials,n,cat-30-05870916-n
974,llenguatge,2,utilitzava un llenguatge molt dur,n,cat-30-07109196-n
975,llenguatge,3,el llenguatge va separar els homo sapiens del altres animals,n,cat-30-05650820-n
976,llenguatge,5,un llenguatge orquestral imaginatiu,n,cat-30-04929422-n
977,lletra,3,va reconèixer la seva lletra,n,cat-30-06403393-n
978,llibertat,3,"llibertat, libertat total, per pensar o sentir o fer allò que un vulgui",n,cat-30-13994456-n
979,llibertat,4,li donava als seus fills força llibertat per gastar els seus diners,n,cat-30-13995148-n
980,llibre,1,la publicació del seu segon llibre va ser un èxit,n,cat-30-06410904-n
