Unnamed: 0,Synset,PoS,Word,Tag Count
2445,105690269,n,obstáculo,5
2446,103841143,n,cuentakilómetros,1
2447,103841417,n,obra,26
2448,115291498,n,oficina,38
2449,103845190,n,petrolero,11
2450,100259392,n,pomada,1
2451,103847823,n,mercado,13
2452,110737431,n,abridor,4
2453,103849814,n,ópera,1
2454,108249960,n,platea,1
2455,103856012,n,orfanato,1
2456,103859280,n,dependencia,4
2457,103859608,n,desembocadura,1
2458,103864356,n,desplome,2
2459,103864994,n,sobrecarga,1
2460,103871083,n,paquete,1
2461,111829435,n,pintura,3
2462,103876519,n,lienzo,5
2463,103877472,n,pijama,1
2464,108053121,n,palacio,14
2465,103878066,n,castillo,2
2466,103878066,n,palacio,8
2467,103878674,n,paleta,1
2468,103879854,n,paliativo,1
2469,108414381,n,panel,2
2470,103882611,n,panel,2
2471,103884072,n,panorama,3
2472,103885535,n,bodega,2
2473,103889871,n,sombrilla,1
2474,103891538,n,salón,5
2475,103891538,n,sala,12
2476,110765679,n,pasaje,4
2477,105248181,n,pasillo,14
2478,103899533,n,vereda,1
2479,103899533,n,sendero,1
2480,103899768,n,patio,5
2481,103900979,n,pabellón,5
2482,113350875,n,peón,2
2483,103903424,n,pedal,1
2484,103903868,n,pedestal,1
2485,103905208,n,mirilla,2
2486,112734215,n,bolígrafo,2
2487,103907654,n,prisión,41
2488,114796748,n,lápiz,1
2489,103911039,n,penicilina,2
2490,103916031,n,perfume,1
2491,103923379,n,vial,2
2492,103923379,n,frasquito,1
2493,103924069,n,disco,18
2494,103925226,n,foto,1
2495,103928116,n,piano,3
2496,103930313,n,valla,6
2497,103930630,n,camioneta,1
2498,103931044,n,foto,28
2499,103931044,n,fotografía,32
2500,115246353,n,trozo,3
2501,103936568,n,pastilla,2
2502,103936568,n,píldora,4
2503,103937835,n,turbante,1
2504,104430364,n,almohada,3
2505,115073973,n,alfiler,1
2506,103942126,n,almohadilla,1
2507,103944672,n,tubería,3
2508,103944672,n,cañería,1
2509,103945167,n,pipa,2
2510,103948459,n,pistola,8
2511,103948950,n,émbolo,3
2512,103949442,n,cantera,3
2513,103950359,n,horca,1
2514,103951971,n,pivote,1
2515,103953416,n,templo,3
2516,103953743,n,cubierto,1
2517,103954199,n,plano,4
2518,103956922,n,planta,7
2519,103956922,n,fábrica,17
2520,103956922,n,factoría,2
2521,113768850,n,plato,4
2522,107657664,n,plancha,1
2523,107657664,n,chapa,1
2524,106501311,n,plataforma,3
2525,106501311,n,tarima,1
2526,103963982,n,naipe,1
2527,103964495,n,parque,7
2528,103964744,n,juguete,3
2529,103965907,n,pliegue,1
2530,108309854,n,pleno,8
2531,103967942,n,tapón,3
2532,103971422,n,neumático,7
2533,113914473,n,bolsillo,10
2534,103973628,n,navaja,1
2535,115268857,n,punta,1
2536,106818121,n,fiel,1
2537,111615026,n,palo,3
2538,103976960,n,polo,1
2539,103977678,n,comisaría,11
2540,103978966,n,polo,1
2541,103981094,n,puñal,1
2542,113369857,n,estanque,3
2543,108242428,n,carpeta,1
2544,103987079,n,retrato,3
2545,103989074,n,buzón,1
2546,103991062,n,maceta,1
2547,103992703,n,cerámica,1
2548,103993703,n,perrera,3
2549,103996655,n,central,18
2550,103999280,n,receta,3
2551,104007894,n,producto,86
2552,104008634,n,proyectil,1
2553,104011827,n,propulsor,1
2554,104013729,n,prótesis,1
2555,1Synset Not Found,n,protección,2
2556,104018155,n,megafonía,1
2557,105388805,n,bomba,2
2558,104023962,n,punching,1
2559,107314658,n,pinchazo,1
2560,109976551,n,títere,2
2561,104025350,n,títere,2
2562,104026417,n,monedero,2
2563,104027023,n,botón,2
2564,111646167,n,puzzle,2
2565,104037625,n,circuito,31
2566,104039041,n,rueda,1
2567,104039381,n,raqueta,4
2568,104039848,n,radar,6
2569,104040759,n,radiador,1
2570,104041544,n,radio,15
2571,104042358,n,radiografía,1
2572,104043733,n,radio,2
2573,104044119,n,emisora,18
2574,114878980,n,balsa,2
2575,104052442,n,rancho,2
2576,113955461,n,realismo,1
2577,104059701,n,reverso,1
2578,104059701,n,fondo,23
2579,104059701,n,dorso,1
2580,104060647,n,receptor,5
2581,104061969,n,nicho,1
2582,104534127,n,grabación,5
2583,104063868,n,grabación,4
2584,104066388,n,reducto,2
2585,104350688,n,refinería,6
2586,104070727,n,nevera,1
2587,104070727,n,frigorífico,2
2588,104071102,n,asilo,15
2589,113993842,n,rienda,1
2590,113549672,n,estreno,2
2591,104073547,n,reliquia,1
2592,104074482,n,remedio,10
2593,104075916,n,taller,2
2594,1Synset Not Found,n,réplica,3
2595,114000820,n,representación,4
2596,113776854,n,tanque,4
2597,104078747,n,pantano,1
2598,104078747,n,embalse,1
2599,108559155,n,residencia,4
2600,104080833,n,respirador,1
2601,104081281,n,restaurante,10
2602,104082886,n,retículo,2
2603,104082886,n,retícula,1
2604,104083309,n,ridículo,3
2605,113858604,n,marcha_atrás,1
2606,113771404,n,varilla,4
2607,109409203,n,cinta,1
2608,107613480,n,fusil,4
2609,107613480,n,rifle,1
2610,110432674,n,llanta,1
2611,104092609,n,anillo,4
2612,104338143,n,ring,1
2613,104096066,n,carretera,55
2614,104097527,n,firme,1
2615,109122397,n,calzada,3
2616,104099175,n,cohete,4
2617,1Synset Not Found,n,rodillo,1
2618,113780180,n,techo,5
2619,114485436,n,cuarto,5
2620,104109335,n,rosario,4
2621,104110178,n,rosetón,1
2622,104110841,n,rotativo,4
2623,104112752,n,colorete,1
2624,115006012,n,borrador,1
2625,111459538,n,calco,1
2626,104118021,n,alfombra,1
2627,114562324,n,ruina,4
2628,104121511,n,sable,2
2629,104122825,n,bolsa,3
2630,104127904,n,lona,1
2631,104133497,n,sanatorio,1
2632,104136045,n,sarcófago,2
2633,104137444,n,satélite,6
2634,115135258,n,escala,5
2635,104141975,n,báscula,1
2636,104142434,n,escalpelo,1
2637,104143712,n,espantapájaros,1
2638,104143897,n,bufanda,1
2639,104144782,n,perspectiva,1
2640,104145056,n,decorado,2
2641,104146050,n,escuela,30
2642,104146050,n,colegio,17
2643,104149813,n,marcador,11
2644,109004068,n,gabarra,1
2645,104152829,n,pantalla,1
2646,110149867,n,tornillo,1
2647,110149867,n,rosca,1
2648,104157320,n,escultura,1
2649,104159058,n,sello,3
2650,104164989,n,segmento,6
2651,104164989,n,parte,109
2652,104166553,n,calmante,1
2653,104166553,n,sedante,1
2654,104168840,n,sismógrafo,2
2655,104172776,n,garita,2
2656,104173172,n,secuencia,3
2657,111968931,n,aparato,3
2658,104177820,n,escaño,13
2659,104179126,n,alcantarillado,1
2660,104187233,n,cubierta,6
2661,104188179,n,sábana,2
2662,104188643,n,lámina,3
2663,109432163,n,estante,1
2664,114758536,n,proyectil,2
2665,104190747,n,caja,2
2666,104191943,n,amparo,7
2667,104192698,n,escudo,2
2668,114479488,n,embarcación,3
2669,114479488,n,buque,19
2670,114479488,n,barco,34
2671,110666615,n,camisa,4
2672,112075830,n,zapato,3
2673,104202417,n,establecimiento,9
2674,104206070,n,peso,1
2675,104206356,n,escopeta,4
2676,112492682,n,ducha,2
2677,104209613,n,ducha,1
2678,104213105,n,enfermería,1
2679,115060131,n,faz,1
2680,104215402,n,acera,11
2681,104216860,n,tamiz,2
2682,104217882,n,letrero,1
2683,108613345,n,silueta,1
2684,104220250,n,silo,2
2685,104223299,n,camiseta,6
2686,1Synset Not Found,n,patín,3
2687,104227900,n,brocheta,1
2688,104228693,n,gorro,1
2689,104233124,n,rascacielos,3
2690,104236377,n,manga,2
2691,104236702,n,funda,1
2692,104236935,n,cascabel,1
2693,104241394,n,chinela,1
2694,104241394,n,zapatilla,1
2695,115270245,n,ranura,2
2696,103503567,n,compuerta,1
2697,104244997,n,bote,1
2698,104248607,n,instantánea,2
2699,104250026,n,retazo,2
2700,114803695,n,jabón,1
2701,112115383,n,calcetín,1
2702,104256520,n,sofá,2
2703,104258859,n,soldador,12
2704,104261281,n,zoco,1
2705,1Synset Not Found,n,canal,5
2706,104263760,n,luz,6
2707,104267870,n,recambio,3
2708,104270891,n,lanza,3
2709,104272054,n,gafas,5
2710,114520278,n,esfera,2
2711,104280373,n,infernillo,1
2712,109442595,n,asador,1
2713,104286575,n,foco,2
2714,115052555,n,ramillete,1
2715,104294879,n,establo,3
2716,104294879,n,cuadra,1
2717,104295881,n,estadio,58
2718,115050320,n,bastón,1
2719,115291110,n,escenario,44
2720,104297098,n,diligencia,2
2721,104297476,n,escenografía,1
2722,104298171,n,escalera,7
2723,104299215,n,tenderete,2
2724,106855817,n,sello,1
2725,104300741,n,grada,13
2726,104300741,n,graderío,2
2727,104301140,n,estandarte,1
2728,104305210,n,capitolio,1
2729,115226214,n,estación,15
2730,104306847,n,estatua,3
2731,104310157,n,apisonadora,1
2732,104313503,n,volante,8
2733,104314914,n,escalón,2
2734,104315948,n,estéreo,1
2735,104316646,n,popa,3
2736,114925526,n,palo,2
2737,104323026,n,bolsa,37
2738,104324387,n,almacén,2
2739,104328186,n,crono,2
2740,104328329,n,acumulador,1
2741,104328946,n,depósito,3
2742,104329190,n,almacén,1
2743,104329477,n,almacén,5
2744,104330340,n,cocina,1
2745,104331126,n,recta,3
2746,114516256,n,calle,127
2747,114485811,n,calle,9
2748,104335435,n,tranvía,4
2749,115134490,n,tramo,17
2750,104336792,n,camilla,1
2751,104337974,n,bramante,1
2752,104338359,n,hilera,1
2753,104339291,n,tira,2
2754,104340521,n,estroboscopio,1
2755,104340750,n,arca,4
2756,104341686,n,estructura,11
2757,104344246,n,estudio,6
2758,104347754,n,submarino,30
2759,104348184,n,sumergible,2
2760,104349306,n,metro,20
2761,104350905,n,traje,1
2762,104351550,n,suite,3
2763,104353803,n,total,14
2764,104358707,n,autoservicio,1
2765,104358707,n,supermercado,10
2766,113902905,n,superficie,4
2767,108470210,n,surrealismo,1
2768,104366116,n,suspensión,2
2769,104367480,n,fregona,2
2770,110418735,n,jersey,4
2771,104370456,n,sudadera,1
2772,104371225,n,piscina,10
2773,104372370,n,interruptor,1
2774,104373264,n,centralita,1
2775,104373894,n,espada,13
2776,104376876,n,jeringuilla,2
2777,1Synset Not Found,n,sistema,35
2778,109959258,n,mesa,31
2779,110907851,n,mesa,3
2780,104380143,n,mantel,1
2781,104387400,n,pandereta,2
2782,104388743,n,depósito,5
2783,104389033,n,tanque,3
2784,104390977,n,espita,1
2785,104391838,n,cinta,8
2786,104393404,n,tapiz,2
2787,104395495,n,encaje,2
2788,104395875,n,taberna,1
2789,104400499,n,telégrafo,1
2790,104401088,n,teléfono,22
2791,104402746,n,telefonía,19
2792,104403413,n,zoom,1
2793,104403638,n,telescopio,1
2794,104404412,n,televisión,32
2795,1Synset Not Found,n,cámara,30
2796,104405907,n,televisor,17
2797,105602683,n,templo,3
2798,104412901,n,terminal,1
2799,108566554,n,terminal,5
2800,104417809,n,teatro,9
2801,104417809,n,teatro,2
2802,104418357,n,telón,3
2803,104573625,n,termómetro,2
2804,115149038,n,cosa,1
2805,105984182,n,cosa,71
2806,105984182,n,cosa,13
2807,104426788,n,hilo,8
2808,104429376,n,trono,6
2809,104431745,n,chincheta,1
2810,114472111,n,cordón,1
2811,104437953,n,reloj,23
2812,104439840,n,hojalata,1
2813,104440597,n,esclavina,1
2814,104442831,n,tabaco,7
2815,104443257,n,estanco,1
2816,1Synset Not Found,n,lavabo,3
2817,1Synset Not Found,n,baño,1
2818,104449290,n,peaje,1
2819,104449550,n,peaje,4
2820,104451473,n,tónico,1
2821,114854262,n,utensilio,2
2822,114854262,n,instrumento,3
2823,104453390,n,palillo,2
2824,104453910,n,tapadera,2
2825,110152083,n,torpedo,4
2826,104499446,n,toalla,1
2827,113900422,n,torre,8
2828,104461437,n,ayuntamiento,2
2829,104462318,n,soldadito,1
2830,104462835,n,trazador,1
2831,104463510,n,senda,2
2832,104463679,n,carril,1
2833,104463983,n,vía,1
2834,110667863,n,tractor,5
2835,104465795,n,cromo,1
2836,104465933,n,rotonda,1
2837,104468005,n,ferrocarril,6
2838,104468005,n,tren,22
2839,104469813,n,tranvía,1
2840,114807737,n,emisor,6
2841,104473275,n,transpondedor,1
2842,104473432,n,transporte,5
2843,104476831,n,peldaño,3
2844,109461315,n,trinchera,2
2845,104479046,n,trinchera,1
2846,104482177,n,tricornio,1
2847,104482393,n,triciclo,2
2848,104486445,n,minucia,1
2849,104487996,n,trofeo,5
2850,1Synset Not Found,n,pantalón,4
2851,104490091,n,camión,8
2852,104490614,n,huerta,1
2853,113165815,n,baúl,1
2854,104492375,n,entramado,3
2855,104493381,n,cuba,1
2856,104493505,n,tubo,3
2857,107556872,n,lorza,1
2858,104495843,n,remolcador,2
2859,109230041,n,túnel,5
2860,104498389,n,turbante,1
2861,104591517,n,turbina,2
2862,104509592,n,uniforme,6
2863,108286163,n,universidad,7
2864,113580228,n,instalación,5
2865,114358022,n,vacuna,3
2866,105573099,n,válvula,1
2867,115216189,n,furgoneta,4
2868,115216189,n,furgón,3
2869,104521987,n,barniz,1
2870,107469772,n,bóveda,1
2871,115112086,n,vehículo,87
2872,104525038,n,terciopelo,1
2873,113903738,n,arcén,1
2874,115281329,n,vestidura,3
2875,104532670,n,viaducto,1
2876,109160571,n,vídeo,5
2877,104533802,n,vídeo,7
2878,104533802,n,video,1
2879,107203016,n,estampa,1
2880,104535524,n,torre,1
2881,104536038,n,viña,1
2882,112387633,n,viola,2
2883,104536866,n,violín,6
2884,104539794,n,gasa,1
2885,104543158,n,remolque,3
2886,104544979,n,paseo,6
2887,114564779,n,pared,19
2888,113164285,n,varita,1
2889,104550184,n,armario,1
2890,104554523,n,toalla,5
2891,104560882,n,foso,1
2892,104563413,n,noria,1
2893,115284553,n,vía,41
2894,104565375,n,arma,46
2895,104566257,n,armamento,5
2896,112385830,n,soldadura,1
2897,114928332,n,pozo,1
2898,113392262,n,rueda,13
2899,108128837,n,Casa_Blanca,7
2900,104581595,n,burdel,6
2901,104581595,n,prostíbulo,4
2902,104587404,n,aerogenerador,1
2903,115299783,n,ventana,17
2904,104588365,n,ventanilla,3
2905,110040945,n,alambre,1
2906,104594489,n,cable,9
2907,114949075,n,palo,1
2908,104599396,n,obra_de_arte,23
2909,104599396,n,obra,33
2910,104601473,n,explotación,5
2911,104602044,n,tajo,1
2912,104602044,n,trabajo,6
2913,104602762,n,taller,2
2914,104603081,n,taller,4
2915,104604276,n,web,2
2916,104606014,n,guirnalda,1
2917,104607398,n,puño,2
2918,104607532,n,pulsera,2
2919,104607532,n,brazalete,1
2920,104607532,n,muñequera,1
2921,104610013,n,yate,2
2922,113650447,n,corral,2
2923,104611154,n,estación,27
2924,104612722,n,producción,7
2925,104613158,n,yugo,1
2926,113936939,n,rasgo,1
2927,115149038,n,característica,5
2928,114394783,n,personalidad,12
2929,104618070,n,individualidad,2
2930,104618070,n,identidad,9
2931,104620216,n,carácter,8
2932,104621314,n,espiritualidad,1
2933,104622932,n,privacidad,2
2934,106256041,n,naturaleza,5
2935,104623612,n,temperamento,1
2936,104623612,n,carácter,29
2937,104624826,n,espíritu,5
2938,104625129,n,moral,6
2939,104625284,n,nerviosismo,3
2940,104627000,n,amor,1
2941,114332617,n,ternura,4
2942,104628192,n,vehemencia,1
2943,104628192,n,apasionamiento,1
2944,104628192,n,ardor,3
2945,104628192,n,fervor,1
2946,104629604,n,frialdad,1
2947,104630378,n,estoicismo,1
2948,104630689,n,alegría,1
2949,107537068,n,tristeza,1
2950,104632157,n,vida,9
2951,104633197,n,nervio,3
2952,104633453,n,vitalidad,3
2953,104633453,n,fogosidad,1
2954,104634540,n,entusiasmo,3
2955,104634833,n,empuje,2
2956,104635104,n,actividad,2
2957,104635482,n,dinamismo,2
2958,104636397,n,pasividad,4
2959,104637923,n,tolerancia,1
2960,104637923,n,permisividad,1
2961,104638175,n,tolerancia,4
2962,104638585,n,indulgencia,1
2963,114522570,n,dulzura,1
2964,104639113,n,intolerancia,1
2965,104639732,n,inclemencia,1
2966,104640538,n,paciencia,8
2967,104643662,n,agresividad,1
2968,104645599,n,complacencia,2
2969,104644719,n,disponibilidad,1
2970,104645473,n,entusiasmo,3
2971,104645599,n,desgana,1
2972,104645599,n,reticencia,3
2973,104646548,n,seriedad,6
2974,104646548,n,formalidad,1
2975,104648207,n,frivolidad,3
2976,104649051,n,humor,12
2977,104649051,n,humorismo,12
2978,104650201,n,humor,9
2979,104651382,n,locuacidad,1
2980,104651382,n,charlatanería,1
2981,104652438,n,reticencia,1
2982,104652930,n,sociabilidad,1
2983,107502241,n,simpatía,1
2984,104654652,n,agrado,1
2985,104655442,n,intimidad,1
2986,104655929,n,cordialidad,4
2987,104656996,n,frialdad,1
2988,104657407,n,reserva,3
2989,104658106,n,hostilidad,2
2990,104660261,n,flexibilidad,2
2991,104660261,n,rigidez,2
2992,105785508,n,prudencia,1
2993,104661151,n,reflexión,1
2994,104661926,n,imprudencia,8
2995,104662182,n,aventurismo,1
2996,104662858,n,precipitación,1
2997,104663319,n,cortesía,3
2998,104663319,n,atención,2
2999,104663494,n,cuidado,7
3000,105615869,n,precaución,6
3001,104664778,n,vigilancia,3
3002,104664964,n,distracción,1
3003,104666615,n,masculinidad,2
3004,104668819,n,solvencia,3
3005,104668819,n,credibilidad,2
3006,104669247,n,responsabilidad,23
3007,104670746,n,irresponsabilidad,2
3008,104671841,n,arbitrariedad,1
3009,104672605,n,minuciosidad,1
3010,104673173,n,rigor,5
3011,106500937,n,pasaporte,2
3012,104673965,n,apariencia,6
3013,104675314,n,dar_la_impresión,6
3014,113863602,n,figura,10
3015,106636806,n,formato,3
3016,104677514,n,fisonomía,1
3017,104677716,n,imagen,50
3018,1Synset Not Found,n,matiz,1
3019,104678712,n,simulacro,1
3020,104679300,n,verosimilitud,1
3021,113902905,n,cara,5
3022,104679549,n,rostro,5
3023,104679738,n,expresión,2
3024,115286042,n,señal,1
3025,104681387,n,entramado,2
3026,104682462,n,mancha,2
3027,104683136,n,raya,2
3028,112350032,n,belleza,7
3029,104685195,n,glamour,1
3030,104691476,n,atracción,1
3031,104686537,n,carisma,5
3032,104686537,n,Carisma,2
3033,104687333,n,gancho,1
3034,104687333,n,encanto,2
3035,104688246,n,atracción,2
3036,104688842,n,seducción,1
3037,104688842,n,tentación,2
3038,104689660,n,atractivo,2
3039,104690196,n,fealdad,1
3040,104690769,n,estridencia,1
3041,104692157,n,tara,1
3042,104694441,n,mancha,1
3043,114487026,n,claridad,3
3044,104697442,n,simplicidad,1
3045,104697819,n,austeridad,1
3046,104700642,n,acabado,1
3047,104700642,n,retoque,5
3048,104702127,n,transparencia,8
3049,104702351,n,diafanidad,1
3050,104702545,n,visibilidad,2
3051,106745861,n,definición,1
3052,104706290,n,evidencia,2
3053,104706290,n,obviedad,1
3054,104708113,n,soltura,1
3055,104708113,n,facilidad,16
3056,104708113,n,naturalidad,1
3057,104709253,n,dificultad,5
3058,1Synset Not Found,n,rigor,1
3059,104710588,n,dureza,2
3060,104711435,n,contratiempo,1
3061,104711435,n,inconveniente,2
3062,113975444,n,compatibilidad,1
3063,104713853,n,belleza,2
3064,107106246,n,ironía,1
3065,104715487,n,adecuación,1
3066,104715487,n,conveniencia,4
3067,104721650,n,adecuación,1
3068,104716491,n,acierto,11
3069,106762380,n,calificación,2
3070,114446878,n,ventaja,7
3071,114446878,n,comodidad,1
3072,104722574,n,descalificación,1
3073,114446878,n,incomodidad,2
3074,114446878,n,inconveniente,5
3075,104723286,n,espíritu,2
3076,113948026,n,cualidad,6
3077,113948026,n,calidad,26
3078,106863618,n,naturaleza,21
3079,104727559,n,misterio,3
3080,114435445,n,nota,4
3081,104728376,n,superioridad,2
3082,105851744,n,excelencia,3
3083,104729127,n,maravilla,1
3084,107000716,n,característica,1
3085,104733118,n,aspecto,19
3086,104733640,n,inestabilidad,1
3087,104735556,n,variedad,2
3088,104735711,n,diversidad,2
3089,104737430,n,liquidez,5
3090,1Synset Not Found,n,monotonía,1
3091,107337694,n,vicisitud,2
3092,107337694,n,PERIPECIA,1
3093,107337694,n,peripecia,2
3094,104742418,n,eternidad,2
3095,104743486,n,similitud,2
3096,104743370,n,unidad,23
3097,106251033,n,semejanza,1
3098,104745240,n,paralelismo,2
3099,104745370,n,uniformidad,1
3100,104745932,n,consistencia,1
3101,104746134,n,acercamiento,1
3102,104747115,n,reflejo,2
3103,113813283,n,parecido,2
3104,113946760,n,igualdad,8
3105,114047171,n,paridad,5
3106,113859307,n,diferencia,23
3107,106014730,n,diferencial,1
3108,114435445,n,con_diferencia,24
3109,114435445,n,diferencia,32
3110,114435445,n,distinción,2
3111,104749709,n,divergencia,2
3112,104749709,n,discrepancia,7
3113,1Synset Not Found,n,margen,6
3114,104751098,n,heterogeneidad,2
3115,104751305,n,diversidad,5
3116,104752034,n,cambio,5
3117,104752221,n,desigualdad,4
3118,104752530,n,disparidad,4
3119,109296053,n,abismo,1
3120,104753331,n,irregularidad,3
3121,104754237,n,determinación,1
3122,113349395,n,garantía,11
3123,104755466,n,demostración,4
3124,106037108,n,probabilidad,5
3125,104756504,n,opción,20
3126,104757522,n,duda,6
3127,104757864,n,indefinición,2
3128,104759849,n,concreción,3
3129,104760771,n,materialidad,1
3130,104763293,n,individualismo,1
3131,104763650,n,singularidad,1
3132,104763925,n,peculiaridad,1
3133,104764242,n,manía,5
3134,105913275,n,generalidad,1
3135,104765038,n,solidaridad,28
3136,104765691,n,universalidad,2
3137,114461231,n,totalidad,2
3138,104766275,n,complejidad,3
3139,104766852,n,complejidad,3
3140,114371161,n,regularidad,6
3141,104767805,n,periodicidad,1
3142,104770211,n,irregularidad,1
3143,104770911,n,fluctuación,1
3144,104771890,n,desigualdad,1
3145,104773182,n,inestabilidad,4
3146,114006490,n,movilidad,6
3147,104773899,n,movilidad,4
3148,1Synset Not Found,n,continuidad,5
3149,104778267,n,seguridad,1
3150,104778401,n,estabilidad,33
3151,104779521,n,majeza,1
3152,104782116,n,horror,1
3153,104782878,n,fiabilidad,2
3154,104782878,n,credibilidad,11
3155,104783567,n,validez,1
3156,104784664,n,lógica,3
3157,104785669,n,contrasentido,2
3158,104789406,n,naturalidad,1
3159,104786763,n,espontaneidad,1
3160,104787154,n,modestia,1
3161,104787154,n,sencillez,2
3162,106889330,n,ostentación,1
3163,104791740,n,sanidad,7
3164,104790449,n,morbosidad,1
3165,104793355,n,satisfacción,6
3166,104792357,n,adecuación,1
3167,104795545,n,cotidianidad,1
3168,104795878,n,prosaísmo,1
3169,104797482,n,extrañeza,1
3170,104798365,n,singularidad,1
3171,113877129,n,excentricidad,2
3172,104799011,n,rareza,1
3173,104799344,n,extrañeza,1
3174,105649628,n,originalidad,2
3175,104800596,n,novedad,8
3176,104802629,n,error,2
3177,104802907,n,precisión,7
3178,104802907,n,exactitud,2
3179,104803430,n,exactitud,2
3180,104803880,n,rigor,2
3181,104804611,n,inexactitud,2
3182,104806655,n,distinción,1
3183,114547188,n,honorabilidad,1
3184,104807050,n,mérito,7
3185,104807342,n,mérito,3
3186,104807776,n,indignidad,1
3187,104808281,n,vergüenza,1
3188,104808516,n,escándalo,8
3189,104809089,n,popularidad,15
3190,104809089,n,impopularidad,1
3191,104810327,n,legalidad,4
3192,104809453,n,validez,3
3193,104809453,n,vigencia,6
3194,104810327,n,ilegalidad,1
3195,104810510,n,invalidez,2
3196,104812871,n,estilo,2
3197,1Synset Not Found,n,elegancia,2
3198,1Synset Not Found,n,estilo,1
3199,104814025,n,galanura,1
3200,104814025,n,gracia,1
3201,104814238,n,esplendor,3
3202,104814238,n,brillantez,1
3203,104814238,n,grandeza,3
3204,104814872,n,esplendor,1
3205,104815002,n,pompa,1
3206,114430916,n,clase,1
3207,104815624,n,torpeza,1
3208,104817280,n,vulgaridad,3
3209,104817280,n,tosquedad,1
3210,104817564,n,crudeza,1
3211,104817788,n,incultura,1
3212,1Synset Not Found,n,claridad,8
3213,1Synset Not Found,n,lucidez,2
3214,104821084,n,foco,2
3215,114420464,n,coherencia,2
3216,104825114,n,ambigüedad,2
3217,104826999,n,religiosidad,1
3218,104830102,n,bondad,3
3219,107554500,n,misericordia,1
3220,104829550,n,piedad,2
3221,104829922,n,indulgencia,2
3222,104830689,n,salvajismo,3
3223,104830689,n,saña,1
3224,104831727,n,generosidad,1
3225,104833458,n,tacañería,1
3226,114494186,n,miseria,1
3227,104834817,n,codicia,2
3228,104835028,n,egocentrismo,2
3229,104835488,n,oportunismo,2
3230,114041106,n,dinamismo,1
3231,114922107,n,acción,2
3232,114922107,n,de_acción,1
3233,104836074,n,iniciativa,15
3234,104836268,n,ambición,8
3235,107484547,n,aspiración,3
3236,104836683,n,energía,2
3237,107548567,n,agresividad,2
3238,104837425,n,competitividad,7
3239,104837615,n,militancia,4
3240,104838210,n,osadía,1
3241,104838210,n,desfachatez,1
3242,104839154,n,equidad,1
3243,104839555,n,deportividad,4
3244,104845312,n,amabilidad,1
3245,104840405,n,caridad,6
3246,107545833,n,beneficencia,2
3247,104840715,n,gracia,8
3248,104841358,n,consideración,3
3249,104842029,n,discreción,1
3250,104842232,n,manejo,1
3251,104842313,n,malicia,1
3252,104842993,n,sensibilidad,2
3253,104843270,n,don,5
3254,104845312,n,dureza,1
3255,104845475,n,crueldad,3
3256,104845967,n,desconsideración,1
3257,109184405,n,conciencia,4
3258,104849241,n,bondad,1
3259,104850117,n,justicia,22
3260,104850341,n,legitimidad,2
3261,1Synset Not Found,n,corrupción,1
3262,104853873,n,vicio,4
3263,104853948,n,corrupción,29
3264,104854604,n,ilegalidad,2
3265,109505418,n,divinidad,2
3266,104856308,n,seguridad,9
3267,104856460,n,peligrosidad,1
3268,104856721,n,curación,1
3269,104857083,n,coraje,1
3270,104857490,n,temple,1
3271,104857738,n,heroicidad,2
3272,104857738,n,heroísmo,2
3273,104859449,n,audacia,1
3274,104859636,n,cinismo,4
3275,104859816,n,gallardía,1
3276,104859816,n,valor,10
3277,104859816,n,valentía,3
3278,104859816,n,arrojo,1
3279,104859816,n,hombría,1
3280,104860065,n,cobardía,2
3281,104860759,n,timidez,1
3282,104861486,n,resolución,1
3283,104861486,n,firmeza,2
3284,104862747,n,aplomo,1
3285,104862747,n,sangre_fría,1
3286,104863497,n,intransigencia,2
3287,104863969,n,decisión,1
3288,104864200,n,determinación,1
3289,1Synset Not Found,n,tenacidad,2
3290,1Synset Not Found,n,perseverancia,1
3291,104865114,n,diligencia,1
3292,104865502,n,constancia,1
3293,104865502,n,aplicación,1
3294,104865502,n,asiduidad,1
3295,104866671,n,volatilidad,4
3296,107512315,n,sinceridad,1
3297,104867440,n,verdad,8
3298,106760076,n,hipocresía,2
3299,104868748,n,honradez,3
3300,114436875,n,honor,17
3301,114460565,n,integridad,2
3302,104871002,n,respetabilidad,1
3303,104871374,n,honestidad,2
3304,104876053,n,veracidad,2
3305,104876053,n,verismo,1
3306,104875352,n,fraude,2
3307,100751779,n,prevaricación,3
3308,104876985,n,fidelidad,5
3309,107546389,n,lealtad,4
3310,104878101,n,patriotismo,4
3311,104878101,n,nacionalismo,8
3312,104879658,n,traición,1
3313,104880830,n,ingenuidad,2
3314,106153846,n,disciplina,2
3315,104881998,n,ascetismo,1
3316,104882622,n,abstención,6
3317,104882622,n,abstinencia,1
3318,104882968,n,contención,1
3319,104883614,n,moderación,3
3320,113500214,n,inhibición,1
3321,105950234,n,tabú,3
3322,104886402,n,voracidad,2
3323,112887065,n,orgullo,1
3324,104886881,n,dignidad,19
3325,104887912,n,fuero,1
3326,104887912,n,soberbia,3
3327,104887912,n,prepotencia,4
3328,104887912,n,arrogancia,6
3329,104887912,n,hinchazón,1
3330,104889000,n,superioridad,1
3331,104889966,n,flaqueza,2
3332,104889966,n,debilidad,4
3333,104890112,n,sabiduría,1
3334,104890112,n,seso,1
3335,104890865,n,diplomacia,3
