,Word,Senses,Glosa,PoS,SynsetPoS
425,ahizpa,4,Ahizpa Klaratarren Komentua,n,eus-30-10602258-n
426,sinatzaile,1,giza eskubideak urratzen dituen ekintzarik ez babesteko konpromisoa hartu zuten sinatzaileek,n,eus-30-10597234-n
427,militar,1,militarren entrenamenduen beste helburu bat propagandistikoa da,n,eus-30-10582746-n
428,neska,8,"eta, leiala zanez, baita neskak sukaldetik sua azkar ekarri ere",n,eus-30-10582507-n
429,senatari,1,"senadore frantsesek arbuiatu egin zuten gai honetaz hitz egitea , 171 agertu zirelarik kontra eta 130 alde",n,eus-30-10578471-n
430,idazkari,4,Napoliko erregeordea zen Lemosko kondearen idazkari izan zen,n,eus-30-10570019-n
431,idazkari,3,agiri batean idazkariaren sinadura faltatzea 'garrantzirik gabekotzat' jo du,n,eus-30-10569744-n
432,eskultore,1,"beste ezer baino lehen, Oteiza artista da, eskultorea, eta bere erro horietatik abiatzen da poeta, hizkuntzalari edo matxino bihurtzeko",n,eus-30-10566072-n
433,zientzalari,1,elektrizitate mota bi ezberdintzen zituzten zientzilariek,n,eus-30-10560637-n
434,maistra,1,maistrak agindutakoa egin ostean arratsalde osoa zeukaten jolasteko,n,eus-30-10559840-n
435,andre,7,Andre Mariaren Jasokundearen eliza gotikoa da,n,eus-30-10547145-n
436,txapeldunorde,1,"Kopa 1937an irabazi zuen, eta txapeldunorde izan zen 1989an",n,eus-30-10543057-n
437,aurkari,4,"baina hiru kilometro beherago agerian utzi zuen ez dela garaitezina, ez dagoela bere aurkarien gainetik",n,eus-30-10533013-n
438,eskuin,2,norbait eskuin ala ezker zergatik den zehaztean ikertzaileak ez dira ados jartzen,n,eus-30-10530959-n
439,ordezkari,7,ez dauka zertan eztabaidatu Parlamentuan ordezkaririk ez duen alderdi bateko hautagaiarekin,n,eus-30-10522035-n
440,kazetari,4,"kazetaria zutabegilea baino zerbait gehiago da, honek ikerkuntza ere egin behar du",n,eus-30-10521662-n
441,errefuxiatu,1,ez direla itzuliko adierazi zuen Ruandako mugatik 20 kilometro eskasera dagoen Benaco eremuko errefuxiatu emakumezko batek,n,eus-30-10516016-n
442,erreformista,1,"baina erreformistatzat jo zuen bere burua, jadanik ezagunak diren argudioak erabiliz",n,eus-30-10515194-n
443,fiskal,1,"isunaz gain, fiskalak bederatzi hilabeteko espetxe zigorra eskatzen du erresistentzia delituagatik",n,eus-30-10484858-n
444,langile,7,langileen indar abertzale gisa dituen helburuak indartuko ditu sindikatuak,n,eus-30-10481711-n
445,preso,1,presoen egoera gogorarazteko manifestazioa egin zuten,n,eus-30-10476086-n
446,lehendakari,5,Txabarrik protesta egin zion Kongresuko lehendakariari galderari erantzun beharrean EAJ erasotzen ari zelako,n,eus-30-10468962-n
447,presidente,4,akziodunen txaloekin batzarra bukatutzat eman zuen presidenteak,n,eus-30-10468962-n
448,lehendakari,4,Pasaia Ontziolak enpresako lehendakariak atzo egin zituen adierazpenak,n,eus-30-10468559-n
449,presidente,3,Luis Uranga presidenteak gogoratu du Sa Pintok kontratua duela Realarekin eta beste talde batekin akordiorik ez badago Realean jarraitu beharko duela,n,eus-30-10468559-n
450,lehendakari,2,Slobodan Milosevic Jugoslaviako lehendakariaren aurkako protestaldiak egin ziren Jugoslaviako hirian,n,eus-30-10467179-n
451,presidente,1,"Petur Mladenov hil da, Bulgariako azken presidente komunista",n,eus-30-10467179-n
452,prefet,1,Prefeturaren aurrean su pizteak eta azkenean ordezkaritza baten hel araztea Prefetaren bulegora,n,eus-30-10465128-n
453,eragin,6,Jon eragin txarra da gure neba-arrebentzat,n,eus-30-10461747-n
454,indar,14,"islamismoa atzerakoikeria eta basakeriarekin identifikatuta ageri da Mendebaldean, demokrazia eta askatasunarekin bat egin ezineko indartzat hartua dago",n,eus-30-10461424-n
455,indar,14,horrez gain gogor kritikatu zuen botere politiko teknokratikoek hartu duten indarra,n,eus-30-10461424-n
456,politikari,2,lehen ministroak bere jarrera argitu beharko duela adierazi digu politikari arabiarrak,n,eus-30-10451263-n
457,politikari,1,lehen ministroak bere jarrera argitu beharko duela adierazi digu politikari arabiarrak,n,eus-30-10450303-n
458,polizia,2,bigarren etxearen parean polizia batek atxilotu zuen,n,eus-30-10448983-n
459,jokalari,2,"NBAko jokalari bat zigortu dute, dopin kontrolean esteroide gehiegi aurkitu ostean",n,eus-30-10439851-n
460,aurrelari,5,hegazkintzaren aurrelariak Wrigth anaiak izan ziren,n,eus-30-10434725-n
461,oinarri,13,gobernuko oinarri nagusietarik izan den Martine Aubry ministro ohiaren aita zuberotar emakumezko batekin ezkondua,n,eus-30-10432957-n
462,argazkilari,1,erreportaia bat irudiztatzeko kontratatuko dute Jean argazkilaria,n,eus-30-10426749-n
463,filosofo,1,"horiez gain, ordea, Joxe Azurmendi filosofoak egin du hitzaurrea, besteak beste, El Hombre Cooperativo",n,eus-30-10423589-n
464,arduradun,6,"ikerketatik ateratzen dituen datuetatik prozesu bat irekiko duela espero da, hilketa hauen arduradunak auzipetzeko",n,eus-30-10417168-n
465,jokalari,3,"asteburu oro, pastoralean jokalari modura jardungo duten 70 herritarrak biltzen dira",n,eus-30-10415638-n
466,abertzale,1,abertzaleen arteko elkarlanaren garrantzia nabarmendu zuen Joseba Egibar EAJko bozeramaileak,n,eus-30-10407310-n
467,parlamentari,1,"bestalde, EHko parlamentariek bukatzear dagoen ekitaldi politikoaren azterketa egin zuten atzo",n,eus-30-10400309-n
468,jabe,3,Mecanizados Alberdi enpresaren jabea Miguel Alberdi da,n,eus-30-10388924-n
469,nagusi,7,"gasolindegietako nagusien aburuz, orain arte Espainiako Gobernuak hartutako neurriak ezerezak izan dira",n,eus-30-10388924-n
470,aurkari,3,"baina hiru kilometro beherago agerian utzi zuen ez dela garaitezina, ez dagoela bere aurkarien gainetik",n,eus-30-10379620-n
471,langile,6,telefono guneko langilea da,n,eus-30-10378412-n
472,amona,4,"amona zurrungaria!, pentsatzen du Juttak",n,eus-30-10377021-n
473,funtzionario,1,"soldatei dagokienez, EAEko funtzionarioek azken 12 urteetan eros-ahalmenaren %11 galdu dute",n,eus-30-10372373-n
474,epaile,4,"euria eta txingorra zela eta, epaileek lasterketa neutralizatzea erabaki zuten",n,eus-30-10372076-n
475,emakume,4,utziozu eserlekua emakume horri!,n,eus-30-10332953-n
476,andre,4,"auzoko mutxurdin batek esan zuen behin ea ez ote zen zoroetxetik aldegin eta apaizez jantzirik etorritako norbait, baina jende gehienak txolintzat jo zuen andrea",n,eus-30-10332953-n
477,ama,5,Pakita Lopez Aldazabal alabak hartu zuen orduan amaren ardura,n,eus-30-10332385-n
478,eredu,7,Aznarri Jospin eta Blair eredutzat hartzeko eta elkarrizketa bultzatzeko eskatu zion,n,eus-30-10324851-n
479,adibide,7,"jokalari gazte ugarik parte hartzen du; Andres Nocioni da horren adibide argienetakoa, hamabost urte zituenerako egin zuen debuta Argentinako txapelketan",n,eus-30-10324851-n
480,jaun,7,"Aznar jaunak sofisma ero bat aplikatzen du: ETAk erailtzen du, eta krimen horren ardura EAJri leporatzen dio",n,eus-30-06341340-n
481,ministro,2,bileran ez zuten parte hartu DUP alderdi unionista erradikaleko bi ministroek,n,eus-30-10320863-n
482,taldekide,3,"izena, Ainhoa, Ainhoa Gozategi taldekidearen omenez jarri diote diskoari",n,eus-30-10307234-n
483,alkate,1,alkateak baimena eman zuen saltoki guztiak 17:30ean ixteko,n,eus-30-10303814-n
484,mutil,8,etxeko lanetaz gain kortakoak ere egin zituen mutilak goiz hartan,n,eus-30-10292192-n
485,mutil,7,"Irakasleek uste dute neskak eta mutilak berdin tratatzen dituztela, baina ohituraz maskulinotzat jo diren curriculum ikasketetan irakasleak gogotsuago aritzen dira mutilekin neskekin baino",n,eus-30-10285313-n
486,bizitza,11,Ondorengo hamar segundutan dena oso azkar gertatu zen eta ez zen bizitza hura salbatzerik izan,n,eus-30-10260706-n
487,ikasle,2,ikasketak euskaraz egin dituzten ikasleen portzentaia areagotu da,n,eus-30-10251779-n
488,abokatu,2,"haien abokatuak salatu du ez dela kontuan izan adin txikikoak izatea, eta, haien eskubideak urratu direla hasieratik",n,eus-30-10249950-n
489,lurjabe,1,joan den otsailean hasi ziren istiluak gerra beteranoen eta lurjabe zurien artean,n,eus-30-10245639-n
490,senide,3,askorentzat 'ezezaguna den' euskal presoen eta senideen egoera salatu zuen,n,eus-30-10235549-n
491,bahitzaile,1,bahitzaileak lau haur aske jarri zituen egunean zehar,n,eus-30-10230801-n
492,legelari,2,eskaintzaileek Erregistroaren ardura duen legelariak emandako ziurtagiriaren kopia aurkez dezakete nortasuna egiaztatzeko eskatu diren agirien ordez,n,eus-30-10227985-n
493,epaile,2,legean oinarrituriko administrazio-izaerako erabakiak epaileek ez dute bertan behera uzterik,n,eus-30-10225219-n
494,juje,1,jujeek erabaki zuten epaiketa datorren irailaren 14era atzeratzea,n,eus-30-10225219-n
495,magistratu,1,"juratu batek ez badu onartzen , ordezkoari deituko dio magistratuak",n,eus-30-10225219-n
496,kazetari,3,"gero kazetariekin hitz egin zuen, eta Jose Maria Aznarren adierazpenei erantzun zien",n,eus-30-10224578-n
497,atezain,5,"neska gaztea ariko da atezain eta garbiketa lanetan eta kultur dinamizatzaile gisa, berriz, idazkari zegoena",n,eus-30-10219577-n
498,probokatzaile,1,"EHk aurreko asteko atxiloketak, eta Bilboko jaietan jarrera probokatzailea izan zutela esan zuen",n,eus-30-10209246-n
499,informatzaile,1,gure informatzaileak eskainitako datuak egiazkoak direla baieztatu behar dizut,n,eus-30-10205985-n
500,titular,1,Foru Dekretu honen arabera osagarriaren esleipena hartzen dute lanpostuen titularrek,n,eus-30-10202624-n
501,senar,1,garbi zegoen Arrateren senarra maitale batekin egon zela,n,eus-30-10193967-n
502,itxaropen,8,Euskal Herrian bazen Olanoren itxaropena,n,eus-30-10184946-n
503,jabe,1,Nigeriako presidentea presionatzeko asmoa zuten hark jabe zurien lurren okupazioekin buka dezan,n,eus-30-10389398-n
504,nagusi,17,ezerk ez ditu gehiago lotzen etxeko nagusiaren bihotza eta bere emaztearena aurrez aipatutako arauak gordetzeak baino,n,eus-30-10389398-n
505,jabe,4,"oraingoan ez naiz ni galtzailea izanen, ez behintzat Magnum 45 honen jabe izan bitartean",n,eus-30-10180178-n
506,jabe,4,baserri horren jabetzaren mugakide direnak titularrak auzitara eraman dituzte,n,eus-30-10180178-n
507,estatuburu,1,Txileko estatuburu ohiari bahiketa delituaren koegilea izatea leporatu diote,n,eus-30-10164747-n
508,arduradun,1,"Wiranto jenerala Indonesiako armadaburua zen, eta, beraz, Ekialdeko Timorko segurtasunaren arduraduna",n,eus-30-10162991-n
509,segalari,1,"Beran jokatuko da Euskal Herriko Sega Txapelketaren finala , eta lau segalari ariko dira txapelaren bila",n,eus-30-10161363-n
510,ijito,1,etxetik atera eta ijitoek zirkoa jarria zuten tokiraino ailegatu nintzen,n,eus-30-10154186-n
511,gimnasta,1,sei aldiz igo da podiumera gimnasta errusiarra,n,eus-30-10153594-n
512,mutil,6,Bigarren Mailan Sadarren eginiko azken entrenamendua eta partidutxoa izan daiteke atzo Lotinaren mutilek egin zutena,n,eus-30-10153414-n
513,gida,5,"ez da deliberatua izan nor izango den Harispe pastoraleko errejenta, erran nahi baita aktoreen gidaria",n,eus-30-10151570-n
514,gerrillari,1,guztira bederatzi lagun hil zituzten gerrillariek bi atentatu horietan,n,eus-30-10150556-n
515,guardia,1,"une hartan egoitzaren aurrean zegoen guardia batek telefonoz hots egin zien kideei, esanez tiroka ari zitzaizkiela",n,eus-30-10150415-n
516,funtzionario,2,azkenaldian funtzionarioak preso hauen ziegetara sartu eta indarrez zutik jartzen dituzte,n,eus-30-10149867-n
517,amona,3,gurasoek eta amonak Koreako jantzi tradizional koloretsuak janzten dituzte,n,eus-30-10142747-n
518,lagun,11,nire lagunak ezin izan zuen bion semearen heriotza jasan,n,eus-30-10130686-n
519,neska,7,mezuarekin Aitor bidali eta Loidisaletxeren neska konkistatzera doa,n,eus-30-10130686-n
520,neska,5,80 udaberri baditu ere neska galanta dugu amona,n,eus-30-10130447-n
521,neska,4,behin Las Vegasen neska gaztea agertu zen amuarena eginez mahaian,n,eus-30-10129825-n
522,guraso,1,guraso batek atelekatzen duenean umea,n,eus-30-10126806-n
523,jendarme,1,"atea gakordez apurtu eta zortzi edo hamar auzoko sartu dira, bi jendarmerekin batera",n,eus-30-10123122-n
524,jokalari,1,"amuak dira, kasinoko jokalariak, hain zuzen ere, eta bezeroen ondoan esertzen dira bakarrik egon ez daitezen",n,eus-30-10118844-n
525,lagun,10,Park Chang-yong da nire lagunik onena,n,eus-30-10112591-n
526,aita,7,Antoine Lavoisier 'Kimikaren aita' izan zen flogistoaren teoria behera bota zuena,n,eus-30-10107303-n
527,hegal,28,"batez ere hiru jokalari fitxatu nahi ditugu: base bat Javi Rodriguez utzita doa, hegal bat eta pibot bat",n,eus-30-10105733-n
528,aita,6,"Dabid sasi gerlari bat zen eta emeki emeki eginen du leinu guzien batasuna, ordutik aita gisa hartua izan da",n,eus-30-10102800-n
529,arrantzale,1,horri gehitu behar zaizkio arrantzaleen bizitzak dituen zailtasunak,n,eus-30-10093658-n
530,neska,3,eskola orduko errekreotan neskek tortoliska jolasten zuten,n,eus-30-10084295-n
531,aita,8,aita Hiriart-Urruty zenak eman zion Baionako Elizaren on-iritzia,n,eus-30-10081204-n
532,aita,4,ba gu ez gara joango aitak oporrak hartu arte -azaldu zuen Joanak-,n,eus-30-10080869-n
533,ekonomilari,1,"ekonomilari batzuentzat, berreskurapena txikiegia izan da eta beherakada handiagoak izan daitezke",n,eus-30-10043643-n
534,drogazale,2,"espetxeetan oso jende pobrea dago, arazo sozialekin, drogazaleak , eta legez kanpoko emigrante asko",n,eus-30-10035952-n
535,gidari,3,"auto oso lehiatsuen gidari izateaz gain, lasterketaren tokia erabat ongi ezagutzen dute",n,eus-30-10034906-n
536,atezain,3,"aspaldian, Donostia aldean etxe askok zuten atezaina",n,eus-30-10026553-n
537,mediku,2,oso gaizki sentitu nintzen eta medikura joan nintzen,n,eus-30-10020890-n
538,ikasle,1,"Freuden ikasle bazen ere, irauli egiten du maisuaren zientzia",n,eus-30-10016103-n
539,zuzendari,3,administrazio Kontseiluak aurkeztuko dituen beste asmoen artean konpainiako 18 zuzendarirentzako stock options egitasmoa dago,n,eus-30-10015485-n
540,diputatu,1,"Ramon Rabanera Arabako diputatu nagusiak, bestalde, adierazi du eskatu duela lantalde teknikoa berriro biltzeko",n,eus-30-10005934-n
541,ordezkari,4,"ebazpenaren berri ematea ogasun zinegotziari dagokio, alkatearen ordezkari gisa",n,eus-30-10005280-n
542,manifestari,1,protesta ibilaldi bat egin zuten 40.000 manifestarik,n,eus-30-10002760-n
543,demokrata,2,demokrata eta errepublikanoen abokatuek Floridako botoen inguruan alegazioak aurkeztu dituzte,n,eus-30-10002151-n
544,demokrata,1,"lehen egin beharra demokratak berriz elkarrekin mintzatzen hastea da, elkarrekin irtenbideak atzemateko",n,eus-30-10002031-n
545,hil,2,"gertakari honen berri Errusiako Larrialdi Egoeretako Ministerioak zuen eman, baina hil bat eta zenbait zauritu izan zirela zehaztu aurretik",n,eus-30-09994943-n
546,bihotz,8,ene bihotza!,n,eus-30-09991867-n
547,aitatxo,1,orain amatxo zegoen oso haserre eta kopetilun eta aitatxoren kontra hasi zen oso altu buila egiten,n,eus-30-09988063-n
548,txirrindulari,1,"euria eta txingorra jasan behar izan zituzten txirrindulariek, eta epaileek lasterketa neutralizatzea erabaki zuten",n,eus-30-09986189-n
549,epaile,1,Zinemaldiko Sail Nagusiko epaimahaian izango da epaile,n,eus-30-10066732-n
550,kabo,1,lasaitasunezko irribarrea agertu zen kaboaren aurpegian,n,eus-30-09966139-n
551,kontsul,1,Nikaraguako kontsula Espainian izana da,n,eus-30-09959797-n
552,zuzendari,2,"Ituren-Zubietako Zanpantzar konpartsaren zuzendariak, sistima honetako pita duen adar bat jotzen du, taldearen koreografia aldaketak zuzentzeko",n,eus-30-09952539-n
553,atezain,2,"hoteleko atezaina zoriontsua zen sasoi batean, orain zapalduta eta makurtuta ikusten du bere burua",n,eus-30-09951953-n
554,bikote,8,"errioxarraren tokian Asier Olaizola ariko da, eta Oscar Lasa hartu du bikote",n,eus-30-10402417-n
555,entrenatzaile,1,"klubak konfirmatu ez duen arren , badirudi Edorta Murua izango dela bigarren taldeko entrenatzaile berria",n,eus-30-09931640-n
556,ume,15,Israelgo umeak,n,eus-30-09918762-n
557,haur,5,haurra ematen duzu honelakoak egiten dituzunean,n,eus-30-09918554-n
558,ume,6,utzi umearen jarrera izateari,n,eus-30-09918554-n
559,haur,7,"familia bizitza normala nahi dugu, hobeki bizi nahi dugu, eta gure haurrak handitzen ikusi nahi ditugu",n,eus-30-09918248-n
560,ume,12,"gaur egungo umeak beste joku batzuekin dibertituko dira, baina garai hartakoak ere ez zuten aspertzeko astirik",n,eus-30-09917593-n
561,haur,8,eragiketa matematikoak haurrei irakasteko modu grafiko ohikoena marrubi-pastelen marrazkien bidezkoa izan omen da,n,eus-30-09917593-n
562,xakelari,1,"Anand indiarra zen xakelaririk onena, eta jendeak pentsatzen zuen hau izango zela Kasparoven oinordekoa",n,eus-30-09915834-n
563,lehen,0,"Egiptoko eta Siriako lehendakariek, berriz, herri arabiarren arteko goi bilera bat eskatu zuten",n,eus-30-09906986-n
564,presidente,7,estrategia polizialaren porrota onartzeko eskatu zion Espainiako Gobernuko presidenteari,n,eus-30-09906986-n
565,kantziler,1,"Blair Alemaniako kantzilerrarekin, Gerhard Schroederrekin, elkartu zen ostegun gauean",n,eus-30-09906986-n
566,irabazle,5,"Astillero irabazle izan da Getxon, minutu erdi baino gehiago kendu zioten Oriori",n,eus-30-09906704-n
567,txapeldun,2,"dirua nabarmen irten zen Doneztebeko txapeldunaren alde, baina ez zuten inondik ere asmatu",n,eus-30-09906704-n
568,kasu,6,"hizkuntzarako erabat ezindua dagoenean ezer gutxi egin dezakegu, baina kasu asko dira erabateko ezintasuna baino, alderdi batzuk kalteturik dauzkatenak",n,eus-30-09898892-n
569,garraiolari,3,garraiolarien greba ia erabatekoa izan da Hego Euskal Herrian,n,eus-30-09897696-n
570,hautagai,2,"Alberto Fujimori lehendakaria zen hautagai bakarra, oposizioko Alejandro Toledo erretiratu baitzen",n,eus-30-09889691-n
571,enpresaburu,1,"lanerako aliantza baten bidez, sindikatuak eta enpresaburuak mahai baten inguruan biltzea lortu zuen",n,eus-30-09882716-n
572,anaia,2,Auñongo komentuko profesio liburuan Anai Martinek sinatutako orria berrogeita bat urtez egon zen bertan,n,eus-30-09876892-n
573,anaia,4,Mirenek bi anaia ditu,n,eus-30-09876454-n
574,neska,1,"neska, ez zekinat zein deabruk hartuta hagon",n,eus-30-09875663-n
575,mutil,4,"nire mutila, hilik zegoen",n,eus-30-09871364-n
576,boxeolari,1,Winstone ezagun egin zen batez ere Vicente Saldivar boxeolari mexikarraren aurka egindako hiru borroka handiengatik,n,eus-30-09870208-n
577,bihotz,7,ene bihotza!,n,eus-30-09849598-n
578,defentsa,9,"ohiko taktika defentsiboa zelairatuko du: bost defentsa, hiru erdilari, erdi-punta bat eta aurrelari bat",n,eus-30-09830194-n
579,haur,2,familiako haurra,n,eus-30-09827519-n
580,auditore,1,Auditorearen jarrera berretsi egin izaten du presidenteak,n,eus-30-09822955-n
581,atleta,1,Karibeko atletek jauzi handia egin dute erreleboetan,n,eus-30-09820263-n
582,kirolari,1,"hamasei egunez, mundu osoko 10.200 kirolari aritu dira nor baino nor, 28 kirol ezberdinetan Sydneyn",n,eus-30-09820263-n
583,lagun,3,hizkuntza lan edo ikerketa-tresna duten lagunek Leioan egin zuten bizibidea astebetez,n,eus-30-09816771-n
584,arkitekto,1,proiektua Mikel Garai arkitektuak egin du,n,eus-30-09805475-n
585,arkeologo,1,antzinako Egiptoko zibilizazioa aztertzen duten arkeologoek hilobi horiek ikertzen dituzte,n,eus-30-09804806-n
586,zinegotzi,1,Arrigorriagako zinegotziak esan zuen udalean lortutako akordioa ilusio eta itxaropen sortzaile izan zela,n,eus-30-09782397-n
587,aurkari,1,"botoen %77 zenbatuta, Hugo Chavezek %59,5, Francisco Arias aurkari gogorrenak %37,5 eta Claudio Fermin sozialdemokratak %3 eskuratu dituzte",n,eus-30-09773245-n
588,gerente,1,"errekurtso arrunta aurkez dakioke Industri, Nekazaritza eta Arrantza Saileko Industri, Energi eta Meategien Administraziorako zuzendariari",n,eus-30-10014939-n
589,eragile,2,abertzaleak bake eszenatoki bat lortuz gero eragile bihurtuko liratekeela azaldu zuen Egibarrek,n,eus-30-09767197-n
590,akusatu,1,akusatu guztiei desordena publikoak eragitearen delitua leporatzen diete,n,eus-30-09762101-n
591,errusiar,1,49 soldadu hil direla ziurtatu zuen atzo errusiar ofizial batek,n,eus-30-09728403-n
592,moro,1,"Tanjerko españitar konsulak eskutitz bat bialtzen dio Marruekotako atzerrirako ministroari, moroak Españia`ri egindako iraiñagatik protesta egiñez",n,eus-30-09723361-n
593,palestinar,1,istiluen aurretik hiletak egin ziren Israelgo soldaduek herenegun hil zituzten lau palestinarren omenez,n,eus-30-09713357-n
594,musulman,1,"musulmanek egunean bost aldiz errezatzen dute, etxean edo meskitan",n,eus-30-09682291-n
595,langile,2,gauerditik goizeko zortziak bitartean ari dira langileak,n,eus-30-09632518-n
596,aurrelari,4,"Noe, Abrahan, Jakob, Jesukristoren aurrelariak izan zirenak",n,eus-30-09627117-n
597,herritar,5,giza eskubideen eta herritarren eskubideen aldarrikapena,n,eus-30-09625401-n
598,gizonezko,2,"gizonezko bat atxilotu dute, Sarah Payne neskatoaren hilketagatik",n,eus-30-09624168-n
599,gizon,10,gizon bat tiroz hil dute Belfasten,n,eus-30-09624168-n
600,agintari,1,dagokion agintariaren menpe garatuko da babes zibileko boluntarioen lana,n,eus-30-09623038-n
601,lider,2,hamar urteko espetxe zigorra eskatu du fiskalak Fethullah Gulen lider islamistarentzat,n,eus-30-09623038-n
602,buruzagi,9,Hernandok biktimismo zinikoa egiteari uzteko eskatu zien atzo Joseba Egibar eta Xabier Arzalluz buruzagi jeltzaleei,n,eus-30-09623038-n
603,gazte,1,"gazte bat ikusi nuen sartzen, nire adinekoa gutxi gorabehera",n,eus-30-09622049-n
604,jatorri,12,Israelgo Legebiltzarreko jatorri arabiarreko hamabi diputatuetako bat zara,n,eus-30-09621232-n
605,herritar,4,moldatze lanen kontra agertu da Berako herritar talde bat,n,eus-30-09620078-n
606,aurpegi,7,atzo ikusi zituzten aspaldiko partez taldekideak tartean hiru aurpegi berri ziren,n,eus-30-09618957-n
607,aditu,2,"Ukraina bertako eta atzerriko adituek diotenez, 2.000-5.000 milioi dolar bitartean beharko dira zentrala ixteko",n,eus-30-09617867-n
608,ingeniari,1,Txernobilgo zentral nuklearreko ingeniariek gelditu egin zuten martxan zegoen zentraleko azken erreaktorea,n,eus-30-09615807-n
609,guardia,10,Protecsako guardiek kurtsoko lehen ikastaroa eskaini dute dagoeneko,n,eus-30-09614684-n
610,egile,2,"Herriaren Armada Berria izeneko talde komunista izan liteke atentatuaren egilea, Poliziaren arabera",n,eus-30-09614315-n
611,hautagai,1,Giroa irabazteko hautagaien artean Gilberto Simoni eta Stefano Garzelli kokatu dira lehen lerroan,n,eus-30-09890749-n
612,jainko,3,"malenkoniatsu sentituko balitz edo zantzu txarren bat ikusiko balu, segidan egingo ditu jainkoak baretzeko zeremoniak",n,eus-30-09505418-n
613,Afrika,1,Afrika ifarraldean Saharako Desertua dago,n,eus-30-09189411-n
614,Europa,1,"bonba batek hamar atzerritar zauritu zituen, guztiak Ekialdeko Europako herritarrak",n,eus-30-09275473-n
615,Asia,1,"Kang Yong-Koo eta Kang Ji-Koo bikiak Seul-en bizi dira, Hego Koreako hiriburuan, Asiako ekialdean",n,eus-30-09207288-n
616,Ebro,1,tropa musulmanak Ebro aldetik Arabara sartu ziren,n,eus-30-09271415-n
617,iturri,15,"lurra iragazkorra bada, oso maila sakonetara heldu liteke ura, lur azpiko korronteak osatuz: korronte horiek kanporatu egingo dira gero, iturri, ibai, geiser eta abar bihurturik",n,eus-30-09443453-n
618,ibai,1,bi ibai hauek aproposak dira amuarrainak arrantzarako ere,n,eus-30-09411430-n
619,lehor,1,narrastiek ez zuten jadanik uretan erruten; lehorrean baizik,n,eus-30-09334396-n
620,lur,7,bila ibili ziren lurreko sakonunea aurkitu zuten arte,n,eus-30-09334396-n
621,landa,3,"bigarren inausketa, berriz, saila landatu eta handik 13-15 urtera egin behar da",n,eus-30-09260907-n
622,lur,6,lurrak emankortasuna galdu zuen,n,eus-30-09335240-n
623,lur,6,lurraren azala estaltzen duena eta landare-hazkundearen euskarria da lurzorua,n,eus-30-09335240-n
624,itsaso,1,urrutiko hondartzaren batean ehunka balea itsasoaren altzotik ihesian lehorrera beren egunak bukatzera etortzen dira,n,eus-30-09426788-n
625,ur,10,ur basatiek beldurtzen naute gehienetan,n,eus-30-09225146-n
626,planeta,1,"benetako data ezagutzen saiatuko da, zenbait zantzu, auzokoen adierazpenetan eta planeten, ilargiaren eta izarren egoeretan oinarrituz egingo du",n,eus-30-09394007-n
627,mundu,2,mundua eguzkiaren inguruan mugitzen da,n,eus-30-09270894-n
628,Lurra,1,"lurraren kontra tupust egitean, zerua piztu egiten da une batean eta mila argi-puska zirimolatzen dira airean",n,eus-30-09270894-n
629,penintsula,1,"Mundu Gerraren amaieran zatitu zen bitan Koreako penintsula, EEBBak eta Sobiet Batasun ohia ados jarri ez zirelako",n,eus-30-09388848-n
630,banku,6,"banku hareatsu lodien artean, lutita-maila meheak tartekatzen dira",n,eus-30-09213434-n
631,hondartza,1,urrutiko hondartzaren batean ehundaka balea itsasoaren altzotik ihesian lehorrera beren egunak bukatzera etortzen dira,n,eus-30-09217230-n
632,koba,1,gure lehen arbasoek kobazuloetan bizi ziren,n,eus-30-09238926-n
633,begi,9,"hasierako eraztun bira luze haiek denboraren igaro neketsua adierazten, beranduago isiltasun eten pare bat euri arrotzarekin, gero eta laburtzenago doan zurrunbiloaren begira inguratu beharra",n,eus-30-09304465-n
634,aho,8,Entzia inguruko mendietako iturburutik Ebro ibaiaren ahoraino egin zuten ibilaldia,n,eus-30-09362316-n
635,eremu,13,Saharako eremuetan ere kazkabarra hastera zihoala zirudielarik,n,eus-30-09358751-n
636,zelai,9,"esaten zuenez, lehen 'Kaballeriak' zelaietatik eta soroetatik bidaltzeko erabiltzen zen",n,eus-30-09393605-n
637,igoera,16,"gaurko etapan ez da bakerik izan, hasieratik Espainiako taldeek erritmo bizia ezarri baitute, baina azken igoeran onenak izan gara aurrean",n,eus-30-09437454-n
638,hegi,3,"aspaldi gabe, motokultoreak sartu dituzte, aplikazio anitzekoak, euskal orografiako mendietako hegal aldapatsuetan lan egiteko bereziki diseinatutakoak",n,eus-30-09303528-n
639,sumendi,1,Sumendiek ere mendiak era ditzakete kraterretik ateratzen den laba solidotu egiten baita eta magma-materiala metatu,n,eus-30-09472597-n
640,mendi,3,Eli bakarrik dago mendi mortu baten gailurrean,n,eus-30-09359803-n
641,ibilbide,5,"ibilbidean Egues, Ultzama, Elortz, Xulapain, Arakil eta Salado ibaien urak hartzen ditu; 149 km",n,eus-30-09387222-n
642,bide,20,urakanak ibilitako bidean etxeak suntsiturik geratu ziren,n,eus-30-09387222-n
643,portu,3,"elurra bota eta bota; autora iritsi nintzenean, portua itxita zegoen, eta lanera bueltatu behar nuen",n,eus-30-09386842-n
644,ate,14,txirrindulariek bigarren mailako Cruz de Hierro mendatea igo beharko dute,n,eus-30-09386842-n
